Directorate,Updated,Service,Supplier Name,Amount,Type
Children's Services,16/03/2010,Safeguarding & Specialist Services,Munchkins Pre-School Maidenhead LLP,"1,080.00",Revenue
Children's Services,08/02/2010,DSG Education & Childcare Services,Muntham House School,"1,104.00",Revenue
Children's Services,25/02/2010,DSG Education & Childcare Services,Muntham House School,"56,921.00",Revenue
Children's Services,25/02/2010,DSG Education & Childcare Services,Muntham House School,"6,875.00",Revenue
Adult & Community Services,19/02/2010,Housing General,Murray Management,"1,200.00",Revenue
Adult & Community Services,28/01/2010,Drug Action Team,Nal Von Minden GmBH,730.5,Revenue
Children's Services,30/03/2010,Education & Childcare Services,National College,534,Revenue
"Policy,Performance & Planning",14/01/2010,Town Management,National Express,824.04,Revenue
Children's Services,09/02/2010,Safeguarding & Specialist Services,National Fostering Agency,"3,163.86",Revenue
Children's Services,09/02/2010,Safeguarding & Specialist Services,National Fostering Agency,"3,163.86",Revenue
Children's Services,09/02/2010,Safeguarding & Specialist Services,National Fostering Agency,"3,094.11",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,National Fostering Agency,"3,094.11",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,National Fostering Agency,"3,163.86",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,National Fostering Agency,"3,163.86",Revenue
Children's Services,25/03/2010,Safeguarding & Specialist Services,National Fostering Agency,"2,794.68",Revenue
Children's Services,25/03/2010,Safeguarding & Specialist Services,National Fostering Agency,"2,857.68",Revenue
Children's Services,25/03/2010,Safeguarding & Specialist Services,National Fostering Agency,"2,857.68",Revenue
Resources,22/01/2010,Pensions Fund,National Friendly,"1,236.56",Revenue
Children's Services,18/03/2010,ISB,National Gallery,770,Revenue
Resources,15/03/2010,Corporate IT,NCC Services Ltd (Part of NCC Group),945,Revenue
Resources,29/03/2010,Corporate IT,NCC Services Ltd (Part of NCC Group),755,Revenue
Resources,10/03/2010,Corporate HR,Ndt (National Development Team),"1,475.00",Revenue
Resources,04/02/2010,Customer Service Centre,Nelson Dish & Glass Washing Machines Ltd,723.1,Revenue
Children's Services,10/03/2010,ISB,Nelson Thornes Ltd,"2,201.95",Revenue
Children's Services,03/03/2010,ISB,Neopost Ltd,516.53,Revenue
Children's Services,30/03/2010,Families & Young People,NES Arnold Findel Education Limited,"1,043.50",Revenue
Children's Services,24/03/2010,ISB,NES Arnold Findel Education Limited,949.71,Revenue
Environmental Services,04/02/2010,Local Transport Plan,Network Rail Infrastructure Ltd,"21,136.72",Capital
Environmental Services,22/03/2010,Other Highway Services,Network Rail Infrastructure Ltd,"1,241.69",Revenue
Adult & Community Services,05/01/2010,Mental Health,New Century Care (Bognor Regis) Ltd,"2,439.26",Revenue
Adult & Community Services,03/02/2010,Mental Health,New Century Care (Bognor Regis) Ltd,"2,203.20",Revenue
Adult & Community Services,09/03/2010,Mental Health,New Century Care (Bognor Regis) Ltd,"2,439.26",Revenue
Children's Services,21/01/2010,Safeguarding & Specialist Services,New Sovereign Cars,540,Revenue
Children's Services,08/02/2010,Safeguarding & Specialist Services,New Sovereign Cars,899,Revenue
Children's Services,12/03/2010,Safeguarding & Specialist Services,New Sovereign Cars,620,Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,New Victoria Nursing & Residential Care Home,"2,320.00",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,New Victoria Nursing & Residential Care Home,"1,856.00",Revenue
Resources,04/03/2010,Business Improvement,New4 Ltd,"12,700.00",Capital
Children's Services,24/03/2010,ISB,Newitt & Co Ltd,551.96,Revenue
Resources,23/02/2010,Council Tax & Business Rates Collection,Newlyn plc,624.63,Revenue
Resources,30/03/2010,Council Tax & Business Rates Collection,Newlyn plc,586.45,Revenue
Environmental Services,27/01/2010,Public Protection,Nightingale Medical,"5,749.00",Capital
Environmental Services,27/01/2010,Public Protection,Nightingale Medical,"6,769.00",Capital
Adult & Community Services,25/01/2010,Elderly & Physical Disability,Nightingale Medical,592,Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,Nightingales Residential Homes,"2,210.00",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,Nightingales Residential Homes,"2,210.00",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Nightingales Residential Homes,"2,464.93",Revenue
Adult & Community Services,10/02/2010,Learning Disability,Nightingales Residential Homes,"2,464.93",Revenue
Adult & Community Services,23/03/2010,Learning Disability,Nightingales Residential Homes,"2,464.93",Revenue
Children's Services,13/01/2010,ISB,Noahs Ark Club,"10,048.28",Revenue
Children's Services,02/03/2010,ISB,Noahs Ark Club,"1,773.23",Revenue
"Policy,Performance & Planning",18/03/2010,Policy & Performance,Norden Farm Centre Trust Limited,"5,000.00",Capital
Adult & Community Services,09/03/2010,Arts,Norden Farm Centre Trust Limited,"4,300.00",Revenue
Adult & Community Services,24/03/2010,Arts,Norden Farm Centre Trust Limited,"25,000.00",Revenue
Children's Services,04/02/2010,Safeguarding & Specialist Services,Norfolk House,525.38,Revenue
Children's Services,08/02/2010,Safeguarding & Specialist Services,Norfolk House,792.15,Revenue
Resources,09/02/2010,Corporate HR,Normanhurst Care Limited,732,Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,504.80",Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,568.57",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,236.43",Revenue
Adult & Community Services,19/01/2010,Elderly & Physical Disability,Normanhurst Care Limited,"1,918.94",Revenue
Adult & Community Services,22/01/2010,Elderly & Physical Disability,Normanhurst Care Limited,"4,862.86",Revenue
Adult & Community Services,04/02/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,262.40",Revenue
Adult & Community Services,04/02/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,320.00",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,020.00",Revenue
Adult & Community Services,10/02/2010,Elderly & Physical Disability,Normanhurst Care Limited,"1,733.24",Revenue
Adult & Community Services,15/02/2010,Elderly & Physical Disability,Normanhurst Care Limited,854.29,Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,568.57",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,504.80",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,Normanhurst Care Limited,"2,236.43",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,Normanhurst Care Limited,"1,918.94",Revenue
Children's Services,25/03/2010,DSG Education & Childcare Services,North Hill House,"1,631.70",Revenue
Adult & Community Services,26/01/2010,Elderly & Physical Disability,North Lanarkshire Council,"2,058.67",Revenue
Adult & Community Services,26/01/2010,Elderly & Physical Disability,North Lanarkshire Council,"2,058.67",Revenue
Adult & Community Services,02/03/2010,Elderly & Physical Disability,North Lanarkshire Council,"1,859.44",Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,North Lanarkshire Council,"2,058.67",Revenue
Adult & Community Services,05/01/2010,Learning Disability,Norwood Ravenswood,"3,998.34",Revenue
Adult & Community Services,01/02/2010,Learning Disability,Norwood Ravenswood,"3,611.40",Revenue
Adult & Community Services,02/03/2010,Learning Disability,Norwood Ravenswood,"3,998.34",Revenue
Adult & Community Services,23/02/2010,Elderly & Physical Disability,Nottingham Rehab Ltd,573.95,Revenue
Children's Services,29/03/2010,ISB,NP Teaching Ltd,"1,740.00",Revenue
Children's Services,30/03/2010,ISB,NP Teaching Ltd,"1,000.00",Revenue
Children's Services,10/03/2010,Families & Young People,NS Professionals Training & Consultancy,700,Revenue
Children's Services,29/03/2010,Families & Young People,NS Professionals Training & Consultancy,"1,750.00",Revenue
Children's Services,29/03/2010,Families & Young People,NS Professionals Training & Consultancy,"1,150.00",Revenue
Environmental Services,05/01/2010,Environmental Health,NSF-CMi Ltd,"4,612.00",Revenue
Environmental Services,18/02/2010,Environmental Health,NSF-CMi Ltd,"2,450.00",Revenue
Environmental Services,09/03/2010,Environmental Health,NSF-CMi Ltd,"2,411.00",Revenue
Environmental Services,22/03/2010,Environmental Health,NSF-CMi Ltd,"5,481.00",Revenue
Environmental Services,22/03/2010,Environmental Health,NSF-CMi Ltd,640,Revenue
Children's Services,22/03/2010,DSG Education & Childcare Services,NSPCC,586.46,Revenue
Children's Services,09/03/2010,Families & Young People,Number Twenty Two,"6,630.00",Revenue
Children's Services,15/02/2010,ISB,Number Twenty Two,550,Revenue
Children's Services,22/01/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,623.16,Revenue
Children's Services,22/01/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,680.34,Revenue
Children's Services,09/02/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,542.42,Revenue
Children's Services,09/02/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,636.42,Revenue
Children's Services,18/02/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,"1,557.90",Revenue
Children's Services,24/02/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,567.04,Revenue
Children's Services,10/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,"1,017.06",Revenue
Children's Services,10/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,785.91,Revenue
Children's Services,17/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,623.16,Revenue
Children's Services,17/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,659.16,Revenue
Children's Services,25/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,"1,103.27",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,"1,263.57",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,"1,018.68",Revenue
Children's Services,31/03/2010,Safeguarding & Specialist Services,Nursery Staff Ltd,988.74,Revenue
Environmental Services,24/03/2010,On Street Parking,O2 (UK) Limited,691.87,Revenue
Environmental Services,05/01/2010,On Street Parking,O2 (UK) Ltd,724.31,Revenue
Environmental Services,11/02/2010,On Street Parking,O2 (UK) Ltd,659.8,Revenue
Adult & Community Services,18/03/2010,Learning Disability,Oakbridge Day Centre,583.26,Revenue
Adult & Community Services,05/01/2010,Learning Disability,Oakdown St Anthony,"3,839.62",Revenue
Adult & Community Services,01/02/2010,Learning Disability,Oakdown St Anthony,"3,468.04",Revenue
Adult & Community Services,02/03/2010,Learning Disability,Oakdown St Anthony,"3,839.62",Revenue
Children's Services,11/02/2010,Safeguarding & Specialist Services,Oakwood Youth Challenge,"1,080.00",Revenue
Children's Services,05/01/2010,ISB,OCR,514.6,Revenue
Children's Services,04/01/2010,ISB,OCR,"1,157.50",Revenue
Children's Services,27/01/2010,ISB,OCR,596.8,Revenue
Children's Services,10/02/2010,ISB,OCR,714.9,Revenue
Children's Services,10/02/2010,ISB,OCR,"1,694.40",Revenue
Children's Services,11/03/2010,ISB,OCR,"3,972.70",Revenue
Children's Services,12/03/2010,ISB,OCR,"5,720.00",Revenue
Children's Services,22/03/2010,ISB,OCR,748.8,Revenue
Adult & Community Services,19/01/2010,Learning Disability,OCS Group UK Limited T/A Cannon,538.49,Revenue
Resources,10/03/2010,Council Tax & Business Rates Collection,Octagon Consultancy (Services) Ltd,525,Revenue
Children's Services,24/03/2010,Safeguarding & Specialist Services,Odeon Cinemas,"1,378.00",Revenue
Environmental Services,29/03/2010,CCTV,Office of Communications,825,Revenue
Adult & Community Services,19/01/2010,Learning Disability,Ogilvie Court,"9,668.06",Revenue
Adult & Community Services,02/02/2010,Learning Disability,Ogilvie Court,"8,732.44",Revenue
Adult & Community Services,12/03/2010,Learning Disability,Ogilvie Court,"9,668.06",Revenue
Children's Services,23/02/2010,Families & Young People,Old Hall Associates Ltd,"1,085.00",Revenue
Adult & Community Services,12/03/2010,Elderly & Physical Disability,Old Windsor Day Centre,"3,125.00",Revenue
Adult & Community Services,12/03/2010,Elderly & Physical Disability,Old Windsor Day Centre,"3,125.00",Revenue
Children's Services,13/01/2010,ISB,Old Windsor Pre-School,"9,559.44",Revenue
Children's Services,02/03/2010,ISB,Old Windsor Pre-School,"4,381.41",Revenue
Adult & Community Services,07/02/2010,Adult Social Care Management,Older Persons Advisory Forum for RBWM,500,Revenue
Childrens Services,17/03/2010,Schools-Devolved Capital,Omega Electrical Services,"1,745.00",Capital
Children's Services,23/03/2010,Education & Childcare Services,Onlineinset.net Limited,"3,432.00",Revenue
Environmental Services,15/02/2010,On Street Parking,Ontime Rescue & Recovery Ltd,569,Revenue
Children's Services,22/03/2010,Families & Young People,Open Objects Software Ltd,"4,995.00",Revenue
Resources,10/03/2010,Corporate IT,Open Text,"8,332.34",Revenue
Children's Services,08/03/2010,DSG Education & Childcare Services,Open Text,750,Revenue
Resources,04/02/2010,Customer Service Centre,Open Wave Limited,"1,568.14",Revenue
Adult & Community Services,24/02/2010,Library & Information Services,Opening the Book Promotions,"4,437.00",Capital
Adult & Community Services,30/03/2010,Library & Information Services,Opening the Book Promotions,"1,500.00",Capital
Adult & Community Services,29/03/2010,Libraries & Information Services,Opening the Book Promotions,600,Revenue
Adult & Community Services,29/03/2010,Libraries & Information Services,Opening the Book Promotions,595,Revenue
Children's Services,23/03/2010,Families & Young People,Opportunity Links,"4,012.00",Revenue
Children's Services,24/03/2010,DSG Education & Childcare Services,Optelec Ltd,"3,790.00",Revenue
Children's Services,24/03/2010,DSG Education & Childcare Services,Optelec Ltd,"1,895.00",Revenue
Childrens Services,18/03/2010,Schools-Non Devolved,OPUS Business Systems Ltd,520.1,Capital
Adult & Community Services,14/01/2010,Elderly & Physical Disability,Orpheus Centre,"4,860.68",Revenue
