"Wardcode","Wardname","Subgroup"
"34UDGK","Ringstead","7.10.16"
"34UDGL","Rushden East","1.2.3"
"34UDGM","Rushden North","8.15.24"
"34UDGN","Rushden South","7.11.18"
"34UDGP","Rushden West","8.15.24"
"34UDGQ","Stanwick","7.11.18"
"34UDGR","Thrapston","7.11.18"
"34UDGS","Woodford","7.10.16"
"34UEFZ","All Saints","8.15.24"
"34UEGA","Avondale","1.2.3"
"34UEGB","Barton","7.10.16"
"34UEGC","Brambleside","7.11.18"
"34UEGD","Buccleuch","9.17.26"
"34UEGE","Latimer","8.15.24"
"34UEGF","Loatland","8.15.24"
"34UEGG","Millbrook","7.10.16"
"34UEGH","Pipers Hill","1.1.2"
"34UEGJ","Plessy","8.15.24"
"34UEGK","Queen Eleanor","7.10.16"
"34UEGL","St Andrew's","2.4.5"
"34UEGM","St Giles","7.10.16"
"34UEGN","St Mary's","2.4.5"
"34UEGP","St Michael's","8.13.22"
"34UEGQ","St Peter's","7.11.18"
"34UEGR","Slade","7.10.16"
"34UEGS","Spinney","7.10.16"
"34UEGT","Tresham","8.15.24"
"34UEGU","Trinity","8.15.24"
"34UEGW","Warkton","1.2.3"
"34UEGX","Welland","9.17.26"
"34UEGY","Wicksteed","1.2.3"
"34UFFY","Abington","5.7.12"
"34UFFZ","Billing","7.10.17"
"34UFGA","Boughton Green","7.10.16"
"34UFGB","Castle","2.4.5"
"34UFGC","Delapre","1.2.3"
"34UFGD","East Hunsbury","7.11.18"
"34UFGE","Eastfield","1.2.3"
"34UFGF","Ecton Brook","1.2.3"
"34UFGG","Headlands","1.1.2"
"34UFGH","Kingsley","5.7.12"
"34UFGJ","Kingsthorpe","7.10.17"
"34UFGK","Lumbertubs","2.3.4"
"34UFGL","Nene Valley","7.11.18"
"34UFGM","New Duston","7.10.16"
"34UFGN","Old Duston","1.1.2"
"34UFGP","Parklands","7.10.16"
"34UFGQ","St Crispin","5.7.12"
"34UFGR","St David","1.2.3"
"34UFGS","St James","1.2.3"
"34UFGT","Spencer","1.2.3"
"34UFGU","Thorplands","1.2.3"
"34UFGW","West Hunsbury","7.11.18"
"34UFGX","Weston","7.10.16"
"34UGGK","Astwell","9.17.26"
"34UGGL","Blakesley","9.17.26"
"34UGGM","Blisworth","7.10.16"
"34UGGN","Brackley East","7.11.18"
"34UGGP","Brackley South","7.10.17"
"34UGGQ","Brackley West","7.11.18"
"34UGGR","Chase","9.17.26"
"34UGGS","Cogenhoe","7.10.16"
"34UGGT","Cosgrove","7.10.16"
"34UGGU","Cote","9.17.26"
"34UGGW","Courteenhall","7.10.16"
"34UGGX","Deanshanger","7.10.16"
"34UGGY","Downs","7.10.16"
"34UGGZ","Grafton","7.10.16"
"34UGHA","Grange","7.10.16"
"34UGHB","Harpole","7.10.16"
"34UGHC","Heyford","7.10.16"
"34UGHD","Kings Sutton","8.15.24"
"34UGHE","Kingthorn","9.17.26"
"34UGHF","Little Brook","9.17.26"
"34UGHG","Middleton Cheney","7.10.16"
"34UGHH","Salcey","7.11.18"
"34UGHJ","Silverstone","9.17.26"
"34UGHK","Steane","9.17.26"
"34UGHL","Tove","9.17.26"
"34UGHM","Towcester Brook","7.11.18"
"34UGHN","Towcester Mill","7.10.17"
"34UGHP","Wardoun","9.17.26"
"34UGHQ","Washington","9.17.26"
"34UGHR","Whittlewood","7.10.16"
"34UGHS","Yardley","7.10.16"
"34UHFR","Brickhill","1.2.3"
"34UHFS","Castle","2.4.5"
"34UHFT","Croyland","1.2.3"
"34UHFU","Earls Barton","7.10.16"
"34UHFW","Finedon","8.15.24"
"34UHFX","Great Doddington and Wilby","7.10.16"
"34UHFY","Hemmingwell","1.2.3"
"34UHFZ","Irchester","8.15.24"
"34UHGA","North","7.10.16"
"34UHGB","Queensway","1.2.3"
"34UHGC","Redwell East","7.10.16"
"34UHGD","Redwell West","7.11.18"
"34UHGE","South","7.10.16"
"34UHGF","Swanspool","3.5.8"
"34UHGG","West","9.17.26"
"34UHGH","Wollaston","7.10.16"
"35UBFT","Alnmouth and Lesbury","8.13.21"
"35UBFU","Alnwick Castle","8.13.22"
"35UBFW","Alnwick Clayport","2.3.4"
"35UBFX","Alnwick Hotspur","3.5.8"
"35UBFY","Amble Central","2.4.5"
"35UBFZ","Amble East","1.2.3"
"35UBGA","Amble West","8.13.22"
"35UBGE","Longframlington","8.13.21"
"35UBGF","Longhoughton with Craster and Rennington","8.13.21"
"35UBGG","Rothbury and South Rural","8.14.23"
"35UBGH","Shilbottle","7.10.16"
"35UBGJ","Warkworth","8.14.23"
"35UBGK","Whittingham","8.13.21"
"35UCFU","Belford","8.13.21"
"35UCFW","Cheviot","8.13.21"
"35UCFX","Edward","1.2.3"
"35UCFY","Elizabeth","3.5.8"
"35UCGB","Islandshire","8.13.22"
"35UCGC","Lowick","8.13.21"
"35UCGD","Norhamshire","8.13.21"
"35UCGE","North Sunderland","8.14.23"
"35UCGF","Prior","1.2.3"
"35UCGG","Seton","3.5.8"
"35UCGJ","Spittal","1.2.3"
"35UCGK","Wooler","8.13.22"
"35UDGN","Cowpen","2.3.4"
"35UDGP","Cramlington East","1.1.1"
"35UDGQ","Cramlington Eastfield with East Hartford","1.2.3"
"35UDGR","Cramlington North","7.11.18"
"35UDGS","Cramlington Parkside","8.15.24"
"35UDGT","Cramlington South East","1.1.2"
"35UDGU","Cramlington Village","1.1.2"
"35UDGW","Cramlington West","2.3.4"
"35UDGX","Croft","2.4.5"
"35UDGY","Hartley","1.1.2"
"35UDGZ","Holywell","1.1.2"
"35UDHA","Isabella","1.1.1"
"35UDHB","Kitty Brewster","1.1.1"
"35UDHC","Newsham and New Delaval","1.2.3"
"35UDHD","Plessey","1.2.3"
"35UDHE","Seaton Delaval","1.1.1"
"35UDHF","Seghill","8.15.24"
"35UDHG","South Beach","8.15.24"
"35UDHH","South Newsham","7.10.16"
"35UDHJ","Wensleydale","3.5.8"
"35UEFY","Chevington","2.4.6"
"35UEFZ","Ellington","1.1.2"
"35UEGA","Hartburn","8.13.21"
"35UEGB","Hebron","9.17.26"
"35UEGC","Heddon-on-the-Wall","8.14.23"
"35UEGD","Longhorsley","9.17.26"
"35UEGE","Lynemouth","2.4.5"
"35UEGF","Morpeth Central","3.5.8"
"35UEGG","Morpeth Kirkhill","8.14.23"
"35UEGH","Morpeth North","9.17.26"
"35UEGJ","Morpeth South","1.1.2"
"35UEGK","Morpeth Stobhill","1.1.2"
"35UEGL","Pegswood","1.1.2"
"35UEGM","Ponteland East","8.14.23"
"35UEGN","Ponteland North","7.10.16"
"35UEGP","Ponteland South","9.17.26"
"35UEGQ","Ponteland West","9.17.26"
"35UEGR","Stamfordham","8.13.21"
"35UEGS","Stannington","8.13.21"
"35UEGT","Ulgham","1.1.2"
"35UFGK","Acomb","8.13.22"
"35UFGL","Allendale","8.13.21"
"35UFGM","Bellingham","8.13.21"
"35UFGP","Chollerton with Whittington","8.13.21"
"35UFGQ","Corbridge","8.14.23"
"35UFGR","East Tynedale","8.13.21"
"35UFGS","Hadrian","8.13.21"
"35UFGT","Haltwhistle","1.1.1"
"35UFGU","Haydon","8.13.22"
"35UFGX","Hexham Hencotes","8.13.22"
"35UFGY","Hexham Leazes","7.12.19"
"35UFGZ","Hexham Priestpopple","8.13.22"
"35UFHA","Humshaugh and Wall","8.13.21"
"35UFHB","Ovingham","1.1.2"
"35UFHC","Prudhoe Castle","7.11.18"
"35UFHD","Prudhoe North","2.4.6"
"35UFHE","Prudhoe South","1.1.2"
"35UFHF","Prudhoe West","1.1.2"
"35UFHG","Redesdale","8.13.21"
"35UFHH","Sandhoe with Dilston","9.17.26"
"35UFHJ","Slaley and Hexhamshire","8.13.21"
"35UFHK","South Tynedale","8.13.21"
"35UFHL","Stocksfield with Mickley","7.12.19"
"35UFHP","Warden and Newbrough","8.13.21"
"35UFHQ","Wark","8.13.21"
"35UFHR","West Tynedale","8.13.21"
"35UFHS","Wylam","7.12.19"
"35UGFS","Bedlington Central","1.1.2"
"35UGFT","Bedlington East","2.4.6"
"35UGFU","Bedlington West","1.1.2"
"35UGFW","Bothal","1.1.2"
"35UGFX","Central","1.1.1"
"35UGFY","Choppington","2.4.6"
"35UGFZ","College","1.1.1"
"35UGGA","Guide Post","1.1.2"
"35UGGB","Haydon","1.1.2"
"35UGGC","Hirst","2.3.4"
"35UGGD","Newbiggin East","1.1.1"
"35UGGE","Newbiggin West","1.1.1"
"35UGGF","Park","2.4.5"
"35UGGG","Seaton","1.1.1"
"35UGGH","Sleekburn","1.1.1"
"35UGGJ","Stakeford","1.1.2"
"36UBGB","Aire Valley with Lothersdale","7.10.16"
"36UBGC","Barden Fell","8.13.21"
"36UBGD","Bentham","8.13.22"
"36UBGE","Cowling","7.10.17"
"36UBGF","Embsay-with-Eastby","8.14.23"
"36UBGG","Gargrave and Malhamdale","8.13.21"
"36UBGH","Glusburn","8.13.22"
"36UBGJ","Grassington","8.14.23"
"36UBGK","Hellifield and Long Preston","8.13.22"
"36UBGL","Ingleton and Clapham","8.13.21"
"36UBGM","Penyghent","8.13.21"
"36UBGN","Settle and Ribblebanks","8.13.22"
"36UBGP","Skipton East","1.1.2"
"36UBGQ","Skipton North","7.12.19"
"36UBGR","Skipton South","2.4.5"
"36UBGS","Skipton West","2.4.5"
"36UBGT","Sutton-in-Craven","1.1.2"
"36UBGU","Upper Wharfedale","8.13.21"
"36UBGW","West Craven","8.13.21"
"36UCGM","Bedale","8.13.22"
"36UCGN","Brompton","8.13.22"
"36UCGP","Broughton and Greenhow","9.17.26"
"36UCGQ","Cowtons","8.13.21"
"36UCGR","Crakehall","8.13.21"
"36UCGS","Easingwold","8.13.22"
"36UCGT","Great Ayton","8.14.23"
"36UCGU","Helperby","9.17.26"
"36UCGW","Huby and Sutton","9.17.26"
"36UCGX","Leeming","7.11.18"
"36UCGY","Leeming Bar","9.17.26"
"36UCGZ","Morton-on-Swale","8.13.21"
"36UCHA","Northallerton Broomfield","8.14.23"
"36UCHB","Northallerton Central","1.2.3"
"36UCHC","Northallerton North","8.13.22"
"36UCHD","Osmotherley","8.13.21"
"36UCHE","Romanby","1.1.2"
"36UCHF","Rudby","9.17.26"
"36UCHG","Shipton","7.11.18"
"36UCHH","Sowerby","8.13.22"
"36UCHJ","Stillington","8.13.21"
"36UCHK","Stokesley","7.10.16"
"36UCHL","Swainby","8.13.21"
"36UCHM","Tanfield","8.13.21"
"36UCHN","Thirsk","8.13.22"
"36UCHP","Thorntons","9.17.26"
"36UCHQ","Tollerton","9.17.26"
"36UCHR","Topcliffe","7.11.18"
"36UCHS","White Horse","8.13.21"
"36UCHT","Whitestonecliffe","8.13.21"
"36UDGL","Bilton","7.10.16"
"36UDGM","Bishop Monkton","8.13.21"
"36UDGN","Boroughbridge","8.13.22"
"36UDGP","Claro","9.17.26"
"36UDGQ","Granby","1.2.3"
"36UDGR","Harlow Moor","7.12.19"
"36UDGS","High Harrogate","5.7.12"
"36UDGT","Hookstone","7.10.16"
"36UDGU","Killinghall","7.12.19"
"36UDGW","Kirkby Malzeard","8.13.21"
"36UDGX","Knaresborough East","8.13.22"
"36UDGY","Knaresborough King James","7.12.19"
"36UDGZ","Knaresborough Scriven Park","7.10.16"
"36UDHA","Low Harrogate","3.5.8"
"36UDHB","Lower Nidderdale","9.17.26"
"36UDHC","Marston Moor","9.17.26"
"36UDHD","Mashamshire","8.13.21"
"36UDHE","Newby","8.13.21"
"36UDHF","New Park","7.10.17"
"36UDHG","Nidd Valley","9.17.26"
"36UDHH","Ouseburn","9.17.26"
"36UDHJ","Pannal","9.17.26"
"36UDHK","Pateley Bridge","8.13.21"
"36UDHL","Ribston","9.17.26"
"36UDHM","Ripon Minster","8.13.22"
"36UDHN","Ripon Moorside","7.10.17"
"36UDHP","Ripon Spa","7.12.19"
"36UDHQ","Rossett","7.12.19"
"36UDHR","Saltergate","7.10.17"
"36UDHS","Spofforth with Lower Wharfedale","9.17.26"
"36UDHT","Starbeck","7.10.17"
"36UDHU","Stray","7.12.19"
"36UDHW","Washburn","9.17.26"
"36UDHX","Wathvale","7.11.18"
"36UDHY","Woodfield","3.5.8"
"36UEGD","Addlebrough","8.13.21"
"36UEGE","Barton","8.13.21"
"36UEGF","Bolton Castle","8.13.21"
"36UEGG","Brompton-on-Swale and Scorton","7.10.16"
"36UEGH","Catterick","7.10.17"
"36UEGJ","Colburn","1.2.3"
"36UEGK","Croft","9.17.26"
"36UEGL","Gilling West","8.13.21"
"36UEGM","Hawes and High Abbotside","8.13.21"
"36UEGN","Hipswell","7.11.18"
"36UEGP","Hornby Castle","8.13.21"
"36UEGQ","Leyburn","8.14.23"
"36UEGR","Lower Wensleydale","8.13.21"
"36UEGS","Melsonby","8.13.21"
"36UEGT","Middleham","8.13.21"
"36UEGU","Middleton Tyas","9.17.26"
"36UEGW","Newsham with Eppleby","8.13.21"
"36UEGX","Penhill","8.13.21"
"36UEGY","Reeth and Arkengarthdale","8.13.21"
"36UEGZ","Richmond Central","8.13.22"
"36UEHA","Richmond East","7.10.16"
"36UEHB","Richmond West","8.13.22"
"36UEHC","Scotton","7.11.18"
"36UEHD","Swaledale","8.13.21"
"36UFGF","Amotherby","8.13.21"
"36UFGG","Ampleforth","8.13.21"
"36UFGH","Cropton","8.13.21"
"36UFGJ","Dales","8.13.21"
"36UFGK","Derwent","8.13.21"
"36UFGL","Helmsley","8.13.21"
"36UFGM","Hovingham","8.13.21"
"36UFGN","Kirkbymoorside","8.13.22"
"36UFGP","Malton","8.13.22"
"36UFGQ","Norton East","8.15.24"
"36UFGR","Norton West","8.15.24"
"36UFGS","Pickering East","8.13.22"
"36UFGT","Pickering West","8.13.22"
"36UFGU","Rillington","8.13.21"
"36UFGW","Ryedale South West","9.17.26"
"36UFGX","Sherburn","8.15.24"
"36UFGY","Sheriff Hutton","8.13.21"
"36UFGZ","Sinnington","8.13.21"
"36UFHA","Thornton Dale","8.13.21"
"36UFHB","Wolds","8.13.21"
"36UGFZ","Castle","3.5.8"
"36UGGA","Cayton","7.10.16"
"36UGGB","Central","2.4.5"
"36UGGC","Danby","8.13.21"
"36UGGD","Derwent Valley","8.14.23"
"36UGGE","Eastfield","2.3.4"
"36UGGF","Esk Valley","8.13.21"
"36UGGG","Falsgrave Park","2.4.5"
"36UGGH","Filey","8.13.22"
"36UGGJ","Fylingdales","8.13.21"
"36UGGK","Hertford","8.14.23"
"36UGGL","Lindhead","8.14.23"
"36UGGM","Mayfield","8.13.22"
"36UGGN","Mulgrave","8.13.21"
"36UGGP","Newby","1.1.2"
"36UGGQ","North Bay","3.5.8"
"36UGGR","Northstead","8.13.22"
"36UGGS","Ramshill","3.5.8"
"36UGGT","Scalby","8.14.23"
"36UGGU","Seamer","7.10.16"
"36UGGW","Stepney","3.5.8"
"36UGGX","Streonshalh","1.2.3"
"36UGGY","Weaponness","3.5.8"
"36UGGZ","Whitby West Cliff","3.5.8"
"36UGHA","Woodlands","1.2.3"
"36UHGN","Appleton Roebuck","9.17.26"
"36UHGP","Barlby","7.10.17"
"36UHGQ","Brayton","7.10.16"
"36UHGR","Camblesforth","7.10.16"
"36UHGS","Cawood with Wistow","9.17.26"
"36UHGT","Eggborough","7.10.16"
"36UHGU","Fairburn with Brotherton","7.10.16"
"36UHGW","Hambleton","7.10.16"
"36UHGX","Hemingbrough","7.10.16"
"36UHGY","Monk Fryston and South Milford","9.17.26"
"36UHGZ","North Duffield","9.17.26"
"36UHHA","Riccall with Escrick","9.17.26"
"36UHHB","Saxton and Ulleskelf","7.11.18"
"36UHHC","Selby North","1.2.3"
"36UHHD","Selby South","1.2.3"
"36UHHE","Selby West","1.1.2"
"36UHHF","Sherburn in Elmet","8.15.24"
"36UHHG","Tadcaster East","8.15.24"
"36UHHH","Tadcaster West","8.15.24"
"36UHHJ","Whitley","9.17.26"
"37UBFR","Hucknall Central","8.15.24"
"37UBFS","Hucknall East","1.2.3"
"37UBFT","Hucknall North","8.15.24"
"37UBFU","Hucknall West","8.15.24"
"37UBFW","Jacksdale","8.15.24"
"37UBFX","Kirkby in Ashfield Central","8.15.24"
"37UBFY","Kirkby in Ashfield East","1.1.1"
"37UBFZ","Kirkby in Ashfield West","8.15.24"
"37UBGA","Selston","8.15.24"
"37UBGB","Sutton in Ashfield Central","1.1.1"
"37UBGC","Sutton in Ashfield East","1.1.1"
"37UBGD","Sutton in Ashfield North","8.15.24"
"37UBGE","Sutton in Ashfield West","8.15.24"
"37UBGF","Underwood","7.10.16"
"37UBGG","Woodhouse","8.15.24"
"37UCGE","Beckingham","7.10.16"
"37UCGF","Blyth","7.10.16"
"37UCGG","Carlton","8.15.24"
"37UCGH","Clayworth","9.17.26"
"37UCGJ","East Markham","9.17.26"
"37UCGK","East Retford East","8.13.22"
"37UCGL","East Retford North","8.13.22"
"37UCGM","East Retford South","1.2.3"
"37UCGN","East Retford West","8.13.22"
"37UCGP","Everton","9.17.26"
"37UCGQ","Harworth","1.2.3"
"37UCGR","Langold","1.1.1"
"37UCGS","Misterton","7.10.16"
"37UCGT","Rampton","8.13.21"
"37UCGU","Ranskill","7.10.16"
"37UCGW","Sturton","9.17.26"
"37UCGX","Sutton","8.13.21"
"37UCGY","Tuxford and Trent","7.10.16"
"37UCGZ","Welbeck","8.14.23"
"37UCHA","Worksop East","8.15.24"
"37UCHB","Worksop North","8.15.24"
"37UCHC","Worksop North East","1.1.2"
"37UCHD","Worksop North West","8.15.24"
"37UCHE","Worksop South","7.10.16"
"37UCHF","Worksop South East","2.3.4"
"37UDFY","Attenborough","8.14.23"
"37UDFZ","Awsworth","8.15.24"
"37UDGA","Beeston Central","5.7.12"
"37UDGB","Beeston North","5.7.12"
"37UDGC","Beeston Rylands","5.7.12"
"37UDGD","Beeston West","5.7.12"
"37UDGE","Bramcote","9.17.26"
"37UDGF","Brinsley","7.10.16"
"37UDGG","Chilwell East","1.1.2"
"37UDGH","Chilwell West","1.1.2"
"37UDGJ","Cossall and Kimberley","8.15.24"
"37UDGK","Eastwood North and Greasley (Beauvale)","8.15.24"
"37UDGL","Eastwood South","8.15.24"
"37UDGM","Greasley (Giltbrook and Newthorpe)","7.10.16"
"37UDGN","Nuthall East and Strelley","7.10.16"
"37UDGP","Nuthall West and Greasley (Watnall)","7.10.16"
"37UDGQ","Stapleford North","8.15.24"
"37UDGR","Stapleford South East","8.15.24"
"37UDGS","Stapleford South West","1.2.3"
"37UDGT","Toton and Chilwell Meadows","7.10.16"
"37UDGU","Trowell","7.10.16"
"37UEGB","Bestwood Village","8.15.24"
"37UEGC","Bonington","7.10.17"
"37UEGD","Burton Joyce and Stoke Bardolph","8.14.23"
"37UEGE","Calverton","1.1.2"
"37UEGF","Carlton","8.13.22"
"37UEGG","Carlton Hill","7.10.17"
"37UEGH","Daybrook","1.2.3"
"37UEGJ","Gedling","7.10.16"
"37UEGK","Killisick","1.2.3"
"37UEGL","Kingswell","1.1.2"
"37UEGM","Lambley","8.14.23"
"37UEGN","Mapperley Plains","1.1.2"
"37UEGP","Netherfield and Colwick","2.4.5"
"37UEGQ","Newstead","8.13.22"
"37UEGR","Phoenix","8.15.24"
"37UEGS","Porchester","1.1.2"
"37UEGT","Ravenshead","9.17.26"
"37UEGU","St James","7.10.16"
"37UEGW","St Marys","1.1.2"
"37UEGX","Valley","1.2.3"
"37UEGY","Woodborough","8.14.23"
"37UEGZ","Woodthorpe","7.10.16"
"37UFFU","Berry Hill","7.10.16"
"37UFFW","Birklands","1.2.3"
"37UFFX","Broomhill","1.1.1"
"37UFFY","Cumberlands","1.1.1"
"37UFFZ","Eakring","8.15.24"
"37UFGA","Forest Town East","8.15.24"
"37UFGB","Forest Town West","7.10.16"
"37UFGC","Grange Farm","8.15.24"
"37UFGD","Ladybrook","1.2.3"
"37UFGE","Leeming","7.10.16"
"37UFGF","Lindhurst","1.1.2"
"37UFGG","Meden","1.1.1"
"37UFGH","Oak Tree","8.15.24"
"37UFGJ","Pleasley Hill","1.2.3"
"37UFGK","Portland","2.4.5"
"37UFGL","Priory","8.15.24"
"37UFGM","Ravensdale","2.3.4"
"37UFGN","Robin Hood","1.2.3"
"37UFGP","Sherwood","8.13.22"
"37UGGH","Balderton North","8.15.24"
"37UGGJ","Balderton West","8.15.24"
"37UGGK","Beacon","7.10.17"
"37UGGL","Bilsthorpe","8.15.24"
"37UGGM","Blidworth","8.15.24"
"37UGGN","Boughton","8.15.24"
"37UGGP","Bridge","1.2.3"
"37UGGQ","Castle","8.13.22"
"37UGGR","Caunton","8.13.21"
"37UGGS","Clipstone","1.1.1"
"37UGGT","Collingham and Meering","9.17.26"
"37UGGU","Devon","1.2.3"
"37UGGW","Edwinstowe","1.1.2"
"37UGGX","Farndon","7.10.16"
"37UGGY","Farnsfield","9.17.26"
"37UGGZ","Lowdham","9.17.26"
"37UGHA","Magnus","1.2.3"
"37UGHB","Muskham","9.17.26"
"37UGHC","Ollerton","8.15.24"
"37UGHD","Rainworth","8.15.24"
"37UGHE","Southwell East","8.14.23"
"37UGHF","Southwell North","7.10.16"
"37UGHG","Southwell West","8.14.23"
"37UGHH","Sutton-on-Trent","9.17.26"
"37UGHJ","Trent","9.17.26"
"37UGHK","Winthorpe","8.13.21"
"37UJGG","Abbey","7.12.19"
"37UJGH","Bingham East","7.10.16"
"37UJGJ","Bingham West","7.11.18"
"37UJGK","Compton Acres","7.11.18"
"37UJGL","Cotgrave","8.15.24"
"37UJGM","Cranmer","7.10.16"
"37UJGN","Edwalton Village","8.14.23"
"37UJGP","Gamston","7.11.18"
"37UJGQ","Gotham","7.10.16"
"37UJGR","Keyworth North","9.17.26"
"37UJGS","Keyworth South","7.10.16"
"37UJGT","Lady Bay","5.7.12"
"37UJGU","Leake","7.10.16"
"37UJGW","Lutterell","8.14.23"
"37UJGX","Manvers","7.10.16"
"37UJGY","Melton","5.7.12"
"37UJGZ","Musters","7.12.19"
"37UJHA","Nevile","9.17.26"
"37UJHB","Oak","9.17.26"
"37UJHC","Ruddington","1.1.2"
"37UJHD","Soar Valley","9.17.26"
"37UJHE","Stanford","9.17.26"
"37UJHF","Thoroton","9.17.26"
"37UJHG","Tollerton","9.17.26"
"37UJHH","Trent","7.12.19"
"37UJHJ","Trent Bridge","5.7.11"
"37UJHK","Wiverton","7.10.16"
"37UJHL","Wolds","9.17.26"
"38UBGJ","Adderbury","9.17.26"
"38UBGK","Ambrosden and Chesterton","7.11.18"
"38UBGL","Banbury Calthorpe","7.10.17"
"38UBGM","Banbury Easington","7.10.16"
"38UBGN","Banbury Grimsbury and Castle","5.7.12"
"38UBGP","Banbury Hardwick","7.10.17"
"38UBGQ","Banbury Neithrop","1.2.3"
"38UBGR","Banbury Ruscote","1.2.3"
"38UBGS","Bicester East","7.10.17"
"38UBGT","Bicester North","7.11.18"
"38UBGU","Bicester South","7.11.18"
"38UBGW","Bicester Town","7.10.17"
"38UBGX","Bicester West","7.10.17"
"38UBGY","Bloxham and Bodicote","7.10.16"
"38UBGZ","Caversfield","7.11.18"
"38UBHA","Cropredy","9.17.26"
"38UBHB","Deddington","9.17.26"
"38UBHC","Fringford","9.17.26"
"38UBHD","Hook Norton","9.17.26"
"38UBHE","Kidlington North","7.10.17"
"38UBHF","Kidlington South","7.10.17"
"38UBHG","Kirtlington","9.17.26"
"38UBHH","Launton","7.10.16"
"38UBHJ","Otmoor","9.17.26"
"38UBHK","Sibford","9.17.26"
"38UBHL","The Astons and Heyfords","7.11.18"
"38UBHM","Wroxton","9.17.26"
"38UBHN","Yarnton","7.10.16"
"38UCFT","Barton and Sandhills","1.2.3"
"38UCFU","Blackbird Leys","2.3.4"
"38UCFW","Carfax","5.7.11"
"38UCFX","Churchill","5.7.12"
"38UCFY","Cowley","5.7.12"
"38UCFZ","Cowley Marsh","5.7.12"
"38UCGA","Headington","5.7.12"
"38UCGB","Headington Hill and Northway","5.7.13"
"38UCGC","Hinksey Park","5.7.12"
"38UCGE","Iffley Fields","5.7.12"
"38UCGF","Jericho and Osney","5.7.11"
"38UCGG","Littlemore","7.10.17"
"38UCGH","Lye Valley","5.7.12"
"38UCGJ","Marston","5.7.12"
"38UCGK","North","5.7.11"
"38UCGL","Northfield Brook","1.2.3"
"38UCGM","Quarry and Risinghurst","5.7.12"
"38UCGN","Rose Hill and Iffley","7.12.20"
"38UCGP","St Clement's","5.7.11"
"38UCGQ","St Margaret's","5.7.11"
"38UCGR","St Mary's","5.7.11"
"38UCGS","Summertown","5.7.12"
"38UCGT","Wolvercote","7.12.19"
"38UDGK","Aston Rowant","9.17.26"
"38UDGL","Benson","7.11.18"
"38UDGM","Berinsfield","7.10.17"
"38UDGN","Brightwell","9.17.26"
"38UDGP","Chalgrove","7.11.18"
"38UDGQ","Chiltern Woods","9.17.26"
"38UDGR","Chinnor","7.10.16"
"38UDGS","Cholsey and Wallingford South","7.12.19"
"38UDGT","Crowmarsh","9.17.26"
"38UDGU","Didcot All Saints","7.10.17"
"38UDGW","Didcot Ladygrove","7.11.18"
"38UDGX","Didcot Northbourne","7.10.17"
"38UDGY","Didcot Park","7.10.17"
"38UDGZ","Forest Hill and Holton","9.17.26"
"38UDHA","Garsington","7.10.16"
"38UDHB","Goring","9.17.26"
"38UDHC","Great Milton","9.17.26"
"38UDHD","Hagbourne","9.17.26"
"38UDHE","Henley North","7.12.19"
"38UDHF","Henley South","7.12.19"
"38UDHG","Sandford","7.12.19"
"38UDHH","Shiplake","9.17.26"
"38UDHJ","Sonning Common","9.17.26"
"38UDHK","Thame North","7.10.17"
"38UDHL","Thame South","7.10.16"
"38UDHM","Wallingford North","7.10.17"
"38UDHN","Watlington","9.17.26"
"38UDHP","Wheatley","7.10.16"
"38UDHQ","Woodcote","9.17.26"
"38UEGJ","Abingdon Abbey and Barton","5.7.12"
"38UEGK","Abingdon Caldecott","1.2.3"
"38UEGL","Abingdon Dunmore","7.11.18"
"38UEGM","Abingdon Fitzharris","7.10.17"
"38UEGN","Abingdon Northcourt","7.10.17"
"38UEGP","Abingdon Ock Meadow","7.10.17"
"38UEGQ","Abingdon Peachcroft","7.11.18"
"38UEGR","Appleton and Cumnor","9.17.26"
"38UEGS","Blewbury and Upton","9.17.26"
"38UEGT","Craven","9.17.26"
"38UEGU","Drayton","7.10.16"
"38UEGW","Faringdon and The Coxwells","7.10.17"
"38UEGX","Greendown","7.10.16"
"38UEGY","Grove","7.11.18"
"38UEGZ","Hanneys","9.17.26"
"38UEHA","Harwell","9.17.26"
"38UEHB","Hendreds","9.17.26"
"38UEHC","Kennington and South Hinksey","7.12.19"
"38UEHD","Kingston Bagpuize with Southmoor","9.17.26"
"38UEHE","Longworth","9.17.26"
"38UEHF","Marcham and Shippon","7.11.18"
"38UEHG","North Hinksey and Wytham","7.12.19"
"38UEHH","Radley","7.10.16"
"38UEHJ","Shrivenham","7.11.18"
"38UEHK","Stanford","7.10.16"
"38UEHL","Sunningwell and Wootton","9.17.26"
"38UEHM","Sutton Courtenay and Appleford","7.10.16"
"38UEHN","Wantage Charlton","7.12.19"
"38UEHP","Wantage Segsbury","7.10.17"
"38UFGL","Alvescot and Filkins","9.17.26"
"38UFGM","Ascott and Shipton","9.17.26"
"38UFGN","Bampton and Clanfield","7.10.16"
"38UFGP","Brize Norton and Shilton","7.11.18"
"38UFGQ","Burford","8.14.23"
"38UFGR","Carterton North East","7.11.18"
"38UFGS","Carterton North West","7.11.18"
"38UFGT","Carterton South","7.11.18"
"38UFGU","Chadlington and Churchill","9.17.26"
"38UFGW","Charlbury and Finstock","7.12.19"
"38UFGX","Chipping Norton","7.10.17"
"38UFGY","Ducklington","7.10.16"
"38UFGZ","Eynsham and Cassington","7.10.16"
"38UFHA","Freeland and Hanborough","9.17.26"
"38UFHB","Hailey","9.17.26"
"38UFHC","Kingham","9.17.26"
